dni,tipo_domicilio,fecha_nacimiento,nombre,apellido,localidad,departamento,provincia,numero,piso,codigo_postal,calle,edad,cuil,inicio_actividad,estado_civil,sexo,barrio,legajo
52531635,Laboral,1983-07-08,Nereida,Amo,Valladolid,Ourense,Ávila,6898,1A,8931,Cañada de Teo Vallejo,31,29375975069,2012-10-01,Soltero,M,Centro,9980589
92020674,Otro,1965-04-03,Alejandra,Bernat,Álava,Cáceres,Salamanca,2580,2B,3022,Acceso de Magdalena Diez,55,21708480426,2002-12-29,Viudo,F,Sur,1378703
63291907,Laboral,1981-05-31,Ruperta,Galván,Toledo,Ourense,Huelva,3014,3C,6872,Alameda de Soraya Tejero,59,28041984982,2015-09-26,Casado,F,Este,1206216
30290603,Otro,1994-09-20,Quique,Arnaiz,Asturias,La Rioja,Badajoz,4082,1A,6477,Pasaje Jose Angel Carrasco,61,22751801818,1999-09-06,Viudo,M,Norte,4426830
88268164,Laboral,1961-12-28,Noelia,Anglada,Cuenca,Soria,Las Palmas,5870,1A,1351,Avenida Lourdes Ibáñez,46,27124672270,2017-11-16,Soltero,F,Centro,7242801
95499283,Laboral,1959-11-23,Anacleto,Chacón,Toledo,Burgos,Córdoba,1065,2B,8704,Pasadizo Xavier Clemente,34,23146544165,2024-03-08,Soltero,M,Sur,2540257
25372300,Laboral,1970-11-06,Estela,Herrera,Badajoz,Ciudad,Pontevedra,5727,4D,9959,Vial de María Luisa Muñoz,22,21553535454,2016-01-10,Viudo,M,Este,1172201
63624812,Otro,1979-06-24,Candelario,Montoya,Granada,Granada,Valladolid,5710,,5163,Calle José Manuel Roldan,62,22503237401,2011-07-10,Viudo,F,Barrio 1,5643807
60129879,Personal,1963-09-03,Teodora,Catalán,Cantabria,Castellón,Ávila,1487,3C,3499,Avenida Ramona Diaz,28,26336987944,2019-07-30,Soltero,F,Barrio 3,8986485
17913644,Laboral,1965-10-19,Juan Manuel,Ballester,Cuenca,Guadalajara,Almería,4166,2B,5610,Avenida de Verónica Espinosa,45,26869334006,1996-03-03,Casado,M,Norte,9280016
95983754,Otro,1964-10-08,Beatriz,Palma,Huesca,Santa Cruz de Tenerife,Navarra,7960,,2144,Pasaje de Amalia Pazos,46,28430310705,1997-07-15,Soltero,M,Sur,297817
38007026,Otro,1977-05-24,Ariel,Cerdán,Girona,Santa Cruz de Tenerife,Barcelona,721,3C,7981,Plaza Florencia Ferrero,42,21495144949,2019-05-02,Divorciado,F,Oeste,7252605
55485006,Laboral,1983-06-22,Domitila,Arellano,Lleida,Palencia,Ávila,5650,2B,2904,Camino de Pepito Alvarado,50,28144014311,2004-12-25,Divorciado,M,Barrio 2,9808279
91867188,Laboral,2001-02-15,Matías,Torrents,Guipúzcoa,Teruel,Lleida,1053,1A,8669,Acceso Carmelita Villalonga,40,22866248170,2014-06-19,Soltero,M,Barrio 2,2792300
49065652,Personal,1994-07-25,Mariano,Alcántara,Melilla,Huelva,Castellón,559,2B,6461,Paseo Francisca Arcos,65,24177933028,2003-05-13,Casado,M,Este,6009452
29865262,Laboral,1975-10-02,Rómulo,Español,Castellón,Guadalajara,Ourense,3047,2B,9108,Rambla de Lisandro Herranz,43,22014298366,2005-08-21,Casado,F,Sur,8718433
88903296,Otro,1973-06-27,Benigna,Borrell,León,Madrid,Vizcaya,9624,1A,9610,Callejón de María Pilar Saura,25,29912328944,2011-12-10,Soltero,F,Barrio 3,3323999
40224905,Personal,1960-05-27,Delia,Amigó,Zaragoza,Toledo,Tarragona,3396,2B,2285,Ronda José Antonio Galvez,40,21259708708,1999-01-17,Divorciado,F,Oeste,4254542
43277377,Otro,1973-06-02,Ibán,Martínez,Cádiz,León,Cantabria,7654,,5158,Callejón Áurea Landa,46,23234723337,2016-01-10,Viudo,F,Centro,6301382
38675776,Personal,1998-07-06,Angelita,Luna,Cuenca,Cádiz,Vizcaya,1507,1A,3729,Via Natalio Exposito,43,21680786168,2015-04-09,Soltero,F,Barrio 3,9267697
31597324,Laboral,1998-02-27,Marianela,Salamanca,Álava,Cádiz,Almería,5032,2B,9193,Via de Jenny Clavero,59,22561723595,2012-11-19,Casado,F,Barrio 2,9256235
91612486,Otro,1988-08-04,Rosenda,Goicoechea,Almería,Teruel,Castellón,3261,1A,2061,Pasaje de Cecilio Acevedo,28,20601531432,1999-08-08,Soltero,M,Este,160327
71740557,Laboral,1981-04-15,Ale,Ferrándiz,Palencia,Melilla,Salamanca,8414,3C,1435,C. Felicia Barral,59,21924387239,2018-08-21,Divorciado,M,Barrio 3,9085149
66939025,Otro,1960-03-03,Jordana,Linares,Vizcaya,Cantabria,Madrid,1558,3C,9557,Via Miguela Tena,24,27960354133,2014-05-27,Soltero,M,Sur,2258946
16625384,Otro,1958-09-23,Adelia,Aguilera,Granada,Lugo,Tarragona,4900,4D,3132,Vial de Renata Olivé,38,22645892393,2019-10-17,Soltero,M,Oeste,870739
27419251,Laboral,1968-06-14,Nazaret,Alberdi,Cantabria,Zaragoza,Lleida,5830,4D,2518,Vial de Bárbara Caparrós,48,25900462237,2005-12-16,Viudo,F,Barrio 2,217564
18610532,Laboral,1989-08-25,Darío,Arribas,Tarragona,Navarra,Palencia,7776,3C,6918,Callejón Onofre Torrijos,30,20130363612,1995-06-21,Divorciado,F,Norte,2369515
19715040,Personal,1980-03-08,Rufina,Saavedra,Soria,Barcelona,Santa Cruz de Tenerife,1054,1A,8748,Calle Loreto Rosales,48,25241914941,1996-10-12,Soltero,F,Oeste,8795316
55785907,Personal,1988-06-12,Alejo,Pulido,Zaragoza,Córdoba,Guadalajara,5362,2B,3525,Cuesta Custodia Prada,38,25130465883,1997-09-04,Soltero,F,Norte,5585491
69197984,Otro,1982-08-08,Joaquín,Vidal,Palencia,Palencia,Burgos,3031,2B,7048,Acceso Vinicio Balaguer,30,29017585587,2012-08-20,Soltero,M,Sur,1149487
97682450,Laboral,1968-12-04,Isabela,Novoa,Zaragoza,Girona,Burgos,6759,2B,5176,Rambla Guadalupe Ribes,61,26455570910,2010-03-25,Soltero,F,Barrio 3,8501513
69535150,Personal,1966-07-28,Salvador,Peñas,Tarragona,Córdoba,Toledo,3259,4D,8578,Urbanización de Itziar Hernando,34,23033514914,1998-03-12,Casado,M,Norte,156609
49280946,Laboral,1964-07-24,Aura,Feijoo,Palencia,Badajoz,Ávila,3582,1A,1849,Calle de Diana Peralta,35,21607472195,2022-10-29,Casado,M,Centro,9820071
49215378,Otro,1967-08-03,Cayetano,Cifuentes,Barcelona,Guadalajara,Lugo,1535,3C,4121,Plaza Jenny Montalbán,63,26865073192,2013-01-13,Soltero,M,Barrio 3,5982050
24462824,Personal,1964-09-11,Sarita,Chamorro,Ávila,León,Salamanca,2927,,9886,Acceso Leandra Macías,46,26341842345,2022-12-01,Divorciado,F,Oeste,548706
46305057,Otro,1989-12-23,Emilia,Manuel,Álava,Guadalajara,Santa Cruz de Tenerife,2350,,7004,Alameda Ainara Solano,62,21060551205,2001-08-06,Casado,F,Este,1734179
57578473,Laboral,1980-03-10,Maite,Vilanova,Segovia,Ceuta,Zaragoza,1560,2B,8554,Cuesta de Goyo Uría,63,25232508748,1998-05-04,Divorciado,M,Centro,7419750
96362765,Laboral,1986-09-26,Cándido,Porras,Cuenca,Guipúzcoa,Huesca,7631,,9280,Ronda de Tatiana Andrade,54,24553178616,2007-12-12,Casado,F,Centro,1048332
80325036,Otro,1963-05-20,Nicanor,Fernández,Santa Cruz de Tenerife,Baleares,Palencia,1772,1A,9220,Calle Nando Rivera,61,24098882272,1999-07-04,Divorciado,F,Barrio 3,6515241
55413442,Personal,1971-03-25,Jimena,Calzada,Cantabria,Jaén,Cáceres,8769,1A,9922,Plaza de Ani Izaguirre,42,21708267156,1995-09-03,Soltero,M,Oeste,6294963
56297387,Laboral,1969-06-16,Ámbar,Luján,Alicante,Murcia,Tarragona,1218,4D,3856,Urbanización de Asdrubal Bernad,35,22086263926,2009-08-12,Divorciado,F,Barrio 1,2784593
84551751,Otro,1989-12-17,Florinda,Borja,Ávila,Granada,Asturias,7462,1A,4131,Pasadizo Benito Real,39,27479598194,2011-03-12,Casado,F,Centro,5121130
73120376,Laboral,1989-08-11,Lucio,Jurado,Huesca,Jaén,Soria,6891,4D,9159,C. Anabel Navarrete,45,27696975071,1996-01-20,Casado,M,Barrio 1,6984790
49470110,Personal,1981-12-01,Anselma,Espinosa,Cuenca,Guadalajara,Burgos,9039,2B,7788,Camino Fabiana Cantero,30,23408594194,2013-04-06,Casado,M,Barrio 1,615991
73173894,Personal,1973-08-16,Vito,Salvador,Castellón,Segovia,Ceuta,8464,1A,3567,Alameda de Beatriz Vazquez,65,26473918248,2002-02-15,Divorciado,F,Norte,1530515
38416606,Personal,1964-03-24,Adelaida,Salgado,Navarra,Badajoz,Ávila,4933,3C,4418,Acceso Melania Vara,47,27015525480,2015-03-28,Divorciado,F,Barrio 2,7710935
76923797,Laboral,2000-12-25,Manolo,Iñiguez,Almería,Madrid,Burgos,8559,,6384,Plaza de María Dolores Ramos,64,20516956892,2016-10-26,Viudo,F,Este,6860377
58012413,Personal,1965-06-01,Aníbal,Olivera,Granada,Baleares,Segovia,1041,2B,3075,Alameda de Roberto Carretero,23,21098995820,1999-07-07,Divorciado,M,Barrio 1,1982892
10969207,Personal,1975-11-17,Paola,Cadenas,Madrid,Cuenca,Palencia,1399,2B,7380,Alameda de Jose Luis Manso,64,27350300475,2019-08-02,Casado,M,Barrio 2,140882
89701284,Laboral,1986-04-15,Bruno,Amat,Guipúzcoa,Castellón,Tarragona,4566,,1307,Acceso Sabina Pina,35,23397268756,2022-02-22,Viudo,F,Norte,5982691
15785163,Personal,1984-03-21,Lorenzo,Benavent,Baleares,Alicante,Girona,1510,4D,6268,Rambla Soledad Milla,45,26489119279,2010-03-25,Soltero,M,Barrio 2,4239601
60913606,Laboral,1998-11-01,Clementina,Fortuny,Melilla,Granada,Zamora,4706,1A,8256,Cuesta Gonzalo Jaume,65,22595708242,2021-04-17,Divorciado,F,Barrio 3,6105988
92973657,Personal,1997-09-09,Gregorio,Cisneros,Lleida,Cáceres,Ceuta,3769,1A,5783,Callejón de José Ángel Miguel,45,21063735496,1998-05-25,Soltero,F,Oeste,5563583
12631072,Laboral,1976-03-11,Belen,Bastida,Jaén,Lugo,Palencia,6803,3C,4296,C. de Macario Esteban,22,25137275939,1999-08-06,Casado,M,Barrio 3,2573377
11374757,Laboral,1982-11-29,Odalis,Aguilera,Las Palmas,Valencia,Teruel,7413,1A,3120,Alameda Charo Llanos,63,25826015873,2016-03-16,Casado,F,Este,500943
88907123,Personal,1962-11-15,Hipólito,Farré,Ourense,Badajoz,Almería,8091,1A,7480,Cuesta Catalina Sainz,39,20130006168,1997-09-06,Casado,F,Centro,5165170
16033095,Laboral,1990-08-06,Amor,Bertrán,Navarra,Lleida,Lleida,3479,,1113,Ronda de Curro Torres,65,22843806450,2021-03-22,Viudo,F,Sur,1141545
85603986,Personal,1966-07-12,Norberto,Agudo,Las Palmas,Zaragoza,Ceuta,9655,3C,5026,Pasaje Amanda Morell,46,22078052698,1997-03-24,Viudo,F,Oeste,9543
88369850,Personal,1993-03-14,María Jesús,Pellicer,Córdoba,Huesca,Málaga,7159,4D,6492,Paseo de Joan Torralba,61,24137662422,2015-03-31,Divorciado,M,Norte,5827669
56694963,Otro,1994-03-25,Clarisa,Echevarría,Lugo,Zamora,Burgos,8687,1A,8757,Alameda Luciano Vázquez,37,26390510475,2023-07-11,Divorciado,F,Sur,7898448
28062958,Laboral,1988-01-19,Tristán,Ortuño,Murcia,Huesca,Sevilla,7256,,3113,Camino Germán Mur,65,28758561099,1995-02-02,Casado,F,Oeste,7805218
37580335,Otro,1973-01-02,Valeria,Navarrete,Palencia,Murcia,La Coruña,1136,,9413,Urbanización de Alonso Escalona,25,27742494079,1996-02-21,Viudo,M,Este,4559255
77912889,Personal,1981-12-15,María Pilar,Amores,Granada,Vizcaya,Cáceres,469,3C,7746,Cañada de Viviana Martinez,62,20517135167,2000-05-08,Casado,F,Barrio 2,382612
62507901,Laboral,1972-08-11,María Jesús,Luna,Burgos,Valladolid,Huelva,7043,4D,4719,Urbanización Samu Mora,55,21284512144,2015-08-05,Casado,M,Oeste,8259440
99125072,Laboral,1983-09-06,Francisco,Falcón,Ávila,Huelva,Huelva,128,1A,5360,Glorieta Dulce Torrens,39,26134073553,2018-10-23,Soltero,F,Norte,4298466
77904660,Laboral,1976-12-29,Prudencio,Peral,Cantabria,Guadalajara,Lleida,5997,2B,4762,Vial de Xiomara Acedo,45,28978922560,1996-04-22,Soltero,M,Oeste,8533340
36774157,Personal,1962-02-17,Abilio,Seco,Castellón,Tarragona,Valladolid,6418,1A,4764,Urbanización de Enrique Solís,60,20066085217,2019-07-19,Casado,M,Este,1049466
99859253,Otro,1975-10-31,Manuel,Abellán,Toledo,Vizcaya,Almería,7152,1A,5169,Pasaje Elvira Bru,56,22956808616,1999-08-06,Soltero,F,Barrio 1,1976590
70680627,Otro,2001-05-30,Cleto,Trillo,Cuenca,Guipúzcoa,Castellón,7984,2B,4559,Calle de Donato Barrios,27,20343977599,2013-02-02,Divorciado,F,Norte,2298578
58569151,Laboral,1994-11-27,Wilfredo,Bravo,Badajoz,Granada,La Coruña,3899,4D,9448,Pasaje de Mauricio Jordá,37,24279161790,2019-09-21,Casado,M,Oeste,7115150
15484084,Otro,1979-10-12,Úrsula,Diéguez,Segovia,Melilla,Sevilla,3137,1A,7759,Calle de Berta Álvaro,64,26739988540,1998-02-08,Casado,M,Norte,9536292
57187763,Laboral,1963-07-31,Inocencio,Vigil,Sevilla,Tarragona,Teruel,143,4D,5347,Glorieta de Ale Zamora,54,27163307639,2017-01-19,Viudo,M,Norte,6475611
84245609,Personal,1982-03-04,Juan José,Garmendia,Cáceres,Ávila,Valladolid,3512,1A,8709,Paseo José Luis Vilaplana,45,27343438062,2010-02-02,Viudo,M,Centro,8292686
97170490,Otro,1979-08-18,Jaime,Paredes,Ceuta,Ávila,Lugo,9339,3C,9933,Paseo Tamara Samper,51,20614727765,2019-06-21,Casado,M,Norte,5112641
18122411,Laboral,1959-03-22,Valeria,Amador,Lugo,Málaga,Ourense,7648,,7730,Cuesta de Consuelo Barragán,23,25265998168,1994-11-29,Divorciado,F,Centro,3630694
74128472,Laboral,1961-01-21,Manuel,Luján,Zaragoza,Tarragona,Burgos,8854,1A,7842,Glorieta de Arcelia Quesada,39,25040635523,2002-05-09,Divorciado,M,Barrio 2,3288198
84422353,Personal,1966-02-08,Pascual,Rocamora,Soria,Ceuta,Segovia,2657,2B,3114,Urbanización de Rico Villalonga,31,20621994897,2020-01-01,Divorciado,F,Barrio 3,1540035
29171113,Personal,1980-08-12,Valero,Moraleda,Pontevedra,Pontevedra,Cádiz,4859,3C,6710,Alameda Isidoro Marcos,37,23001173195,1996-06-02,Viudo,M,Norte,6296888
63127800,Otro,1999-09-15,Marcial,Navas,Pontevedra,Málaga,Ourense,7470,,8103,Avenida Adelaida Arroyo,65,25223654000,1998-01-03,Casado,M,Norte,1712907
85938212,Personal,1978-03-10,Federico,Ávila,Pontevedra,Las Palmas,Huesca,5332,3C,6672,Ronda de Anselma Mateos,30,28018285072,2008-04-14,Viudo,M,Sur,405883
84127859,Otro,1963-08-01,Marcia,Cabrero,Córdoba,Santa Cruz de Tenerife,Badajoz,7656,3C,7433,Acceso Juan José Tolosa,22,23774084997,2021-02-14,Viudo,F,Barrio 2,8147786
62741336,Laboral,2000-01-20,Mireia,Montenegro,Cuenca,Baleares,Huesca,678,2B,8269,Acceso Ainara Juárez,63,20431658013,1999-01-20,Viudo,M,Sur,4550959
53905026,Laboral,1991-03-22,Alicia,Campillo,Castellón,Badajoz,La Rioja,1303,2B,5893,Plaza de Ambrosio Galiano,54,22825311824,1995-09-09,Viudo,F,Barrio 2,509864
37181758,Laboral,1967-06-23,Borja,Romero,Zamora,Granada,Asturias,160,,1596,Pasadizo de Bienvenida Osuna,38,21901108543,2015-02-08,Casado,F,Sur,1595325
64230601,Personal,1987-08-30,Concepción,Tenorio,Huesca,Ciudad,Zamora,3791,4D,9115,Pasadizo Encarnación Tamarit,50,28079660843,1997-11-28,Casado,F,Este,6660505
59931260,Otro,1995-06-11,Loreto,Morcillo,Cáceres,Girona,Soria,7647,3C,4239,Urbanización Adolfo Alfaro,64,27017368171,2000-08-07,Viudo,M,Este,4754313
42437139,Laboral,1990-08-13,Trinidad,Lobo,Álava,Girona,Valladolid,4329,,1073,Via María Ángeles Cabañas,63,28399110930,2008-02-05,Soltero,F,Norte,3267625
46646618,Otro,1958-11-21,Tadeo,Montalbán,La Rioja,Cáceres,Guadalajara,6883,4D,2184,Callejón Enrique Salazar,43,23840884298,2023-03-08,Viudo,F,Centro,9494160
68423917,Personal,1990-09-13,Bienvenida,Escamilla,Sevilla,Castellón,Cádiz,6765,2B,4693,Avenida Lina Barco,30,28866314615,2022-02-22,Soltero,M,Este,4022135
39242752,Personal,1958-11-08,Olga,Colomer,Castellón,Lleida,Badajoz,9875,,9090,Camino Telmo Valbuena,32,23563472626,2006-06-26,Viudo,M,Centro,9359098
25336766,Otro,1989-05-18,Azahara,Correa,Tarragona,Asturias,Tarragona,7068,1A,2347,Camino de Gabriela Montalbán,62,21912661179,2003-06-12,Viudo,F,Barrio 3,688449
18780076,Personal,1962-01-15,Gabriel,Villena,León,Córdoba,Salamanca,6898,2B,2609,Plaza Ramón Poza,31,25232699884,2022-11-12,Viudo,M,Oeste,1827668
79238338,Otro,1967-11-16,Gonzalo,Atienza,Granada,Lugo,Soria,5949,,2104,C. León Bautista,47,25303792065,2004-12-20,Casado,F,Centro,850190
41275305,Personal,1975-02-28,Leocadia,Cuéllar,Ciudad,Córdoba,Huelva,6228,1A,1736,Glorieta Luis Ángel Bermudez,29,27312907090,2003-03-23,Viudo,M,Barrio 2,4322671
93300018,Personal,1968-07-10,Flora,Blazquez,La Coruña,Málaga,Pontevedra,7802,2B,7701,Avenida María Tejada,42,28565858529,2023-07-02,Viudo,F,Barrio 3,3816257
27265575,Personal,1976-12-24,Américo,Escolano,Granada,Palencia,Guipúzcoa,7027,2B,7764,C. de Emiliano Arroyo,54,26046064525,2003-01-07,Divorciado,M,Barrio 1,6476755
65349527,Otro,1985-02-23,Efraín,Jaume,Valladolid,Asturias,Valladolid,8067,3C,3333,Via Maristela Mayo,41,21064879266,2016-03-13,Divorciado,M,Centro,4300324
67306143,Laboral,1967-04-28,Aurelio,Sierra,Pontevedra,La Coruña,Burgos,5461,3C,2485,Camino de Ambrosio Arana,49,20657187209,1997-06-11,Viudo,F,Norte,7475328
66355968,Otro,1998-01-14,Victor,Gallo,Sevilla,Madrid,Lugo,1639,1A,8705,Pasadizo de Candelaria Cabañas,31,25794621874,2015-02-13,Casado,M,Norte,8252191
37529100,Laboral,1972-10-11,Joel,Busquets,Zamora,Palencia,Huelva,9435,1A,9126,Plaza Poncio Quesada,54,29229954664,2004-02-29,Viudo,F,Este,7132507
42881776,Personal,1961-10-31,Lidia,Carrión,Salamanca,Valladolid,Guipúzcoa,9581,1A,4183,Acceso Ana Belén Berrocal,46,24369063521,2020-11-20,Casado,M,Barrio 1,8919260
33921322,Laboral,1988-02-11,Felipa,Montes,Ciudad,Santa Cruz de Tenerife,Córdoba,2324,1A,8908,Pasaje de Luis Pinto,38,20115258034,2001-01-24,Soltero,F,Barrio 1,9140983
81159310,Otro,1995-11-03,Anastasia,Aller,Álava,Las Palmas,Burgos,9447,3C,4191,Vial Carmen Gutierrez,63,22629419322,1999-02-19,Divorciado,F,Oeste,1879085
18005087,Otro,1999-10-15,Raquel,Bustamante,Navarra,Cantabria,Huesca,8744,1A,2795,Via Constanza Moll,24,21485105538,2009-11-15,Divorciado,F,Barrio 3,9100692
76630964,Laboral,1980-09-06,Itziar,Núñez,Ávila,Valencia,Cáceres,1400,3C,2950,Urbanización de Florinda Gordillo,51,27789336864,2012-05-24,Soltero,M,Barrio 3,3434755
70288775,Otro,1996-12-14,Roberto,Castejón,Asturias,Cádiz,Valladolid,3542,2B,9999,Cañada de Aránzazu Amat,23,22908419643,2000-01-30,Casado,F,Sur,2151777
63707722,Personal,1972-12-11,Jose Carlos,Recio,Asturias,Pontevedra,Melilla,3191,4D,7716,Callejón Amor Hernandez,65,24264755604,2013-06-01,Divorciado,M,Barrio 1,1440757
83271609,Otro,1991-12-06,Juan Antonio,Tenorio,Las Palmas,Alicante,Valencia,8744,,6670,Plaza de Borja Esteve,29,28307738661,2019-04-19,Casado,F,Oeste,4396079
32154351,Personal,1987-05-11,Cruz,Benet,Castellón,Guipúzcoa,Cáceres,576,2B,1557,Acceso Francisco Arce,64,21651388002,2018-12-24,Casado,F,Barrio 2,488770
93817157,Otro,1983-04-22,Margarita,Valls,Lleida,Zaragoza,Albacete,4330,,9931,Ronda Alicia Clemente,47,20317831323,2015-02-08,Divorciado,F,Norte,7511673
60575594,Laboral,1977-10-03,Verónica,Morata,Melilla,Ourense,Granada,6866,4D,8061,Camino de Camila Oliva,48,29920835205,2002-11-21,Casado,F,Sur,7516753
23616678,Personal,1967-02-23,Marisa,Rozas,Lugo,Granada,Teruel,8720,,8946,Vial de Dan Figuerola,27,24332299489,2002-07-14,Soltero,M,Sur,6498309
68642304,Otro,1989-12-12,Francisco,Uría,Teruel,Cáceres,Granada,3674,1A,6222,Pasadizo Pastor Pareja,60,27215111578,2022-10-14,Divorciado,M,Barrio 3,9839176
94631647,Laboral,1995-08-26,Jordán,Pardo,Badajoz,León,Ciudad,1304,2B,2588,Calle de Calisto Gabaldón,47,23652227614,2023-09-21,Soltero,F,Este,7993280
56413393,Laboral,1985-12-11,Chelo,Quintanilla,Huesca,Vizcaya,Palencia,7639,3C,4218,Ronda Clímaco Rueda,27,29783849830,2006-12-20,Divorciado,M,Este,7837851
90685483,Laboral,2000-01-27,Arturo,Perelló,Soria,Murcia,Cádiz,3629,,5771,Via Natividad Saez,39,23659014613,2007-07-21,Casado,F,Barrio 2,4848483
42264267,Otro,1962-09-22,Jose Luis,Arrieta,Guipúzcoa,Ávila,Ávila,7195,1A,6566,Acceso de Mar Arenas,44,24164362288,2010-01-11,Divorciado,F,Centro,7815152
27186998,Personal,1980-08-24,Leticia,Mercader,Alicante,Cáceres,Baleares,8226,,7954,Paseo de Juan Francisco Arranz,54,20489386052,2006-10-17,Soltero,F,Sur,7179274
11525771,Laboral,2001-11-27,Hernán,Corominas,Segovia,Huelva,Madrid,2691,4D,1340,Paseo de Faustino Francisco,28,27245909821,2017-02-25,Divorciado,M,Norte,9089213
81329086,Laboral,1979-07-23,Candelaria,Zamorano,Zamora,Segovia,Teruel,6762,1A,2426,Acceso de Aurelio Canals,35,27233063023,2016-09-01,Soltero,F,Barrio 3,4848011
19850932,Otro,1975-05-14,Rosenda,Verdejo,Asturias,Málaga,Salamanca,3861,1A,2524,C. Consuelo Bermudez,48,25115024294,2019-05-27,Viudo,F,Este,7392501
91557314,Laboral,1992-11-06,Ciriaco,Carlos,Las Palmas,Zaragoza,Cáceres,8082,,5526,Via de Primitivo Folch,34,25937541829,2010-08-22,Divorciado,M,Barrio 3,388134
96827242,Laboral,1980-04-13,Julio César,Segarra,Almería,Girona,Murcia,5030,4D,9539,Urbanización Edu Yuste,61,21027450886,2007-10-28,Viudo,M,Oeste,6496079
42460262,Laboral,1994-05-03,Eduardo,Roldan,Pontevedra,León,Castellón,6660,1A,4943,Vial Bernardo Acedo,38,20194797688,2001-05-23,Divorciado,F,Norte,4982359
21694221,Laboral,1959-11-20,Nieves,Vazquez,Valladolid,Burgos,Segovia,2888,,6097,C. de Marina Izquierdo,34,22626405160,2024-01-12,Viudo,M,Centro,6911874
84293660,Otro,1964-10-03,Ana,Merino,Melilla,Guadalajara,Almería,8889,2B,8149,C. Ángeles Girona,55,26806272392,2014-03-27,Soltero,M,Centro,7540482
71184779,Otro,1998-08-25,Ana Sofía,Arévalo,Guipúzcoa,Zaragoza,Castellón,877,1A,5676,Camino Calixta Ariza,32,22990774448,2024-04-04,Casado,M,Barrio 2,6611996
51035639,Otro,1980-01-01,Eleuterio,Pulido,Barcelona,Lleida,Burgos,1272,1A,8782,Camino Candelaria Figueras,54,29717778095,1996-05-13,Viudo,M,Barrio 1,1735604
65216627,Laboral,1999-02-27,Ruperto,Pintor,Lugo,Alicante,Castellón,3996,4D,7771,Pasadizo Odalis Zorrilla,43,22093252808,2014-08-19,Casado,F,Barrio 3,4915811
97928769,Personal,1998-06-24,Rebeca,Pedro,Ceuta,Córdoba,Alicante,2707,4D,2077,Pasadizo Rosalinda Cerezo,37,29059228268,2008-05-29,Divorciado,F,Sur,9630054
97643054,Laboral,1992-06-19,Alfonso,Arregui,Valladolid,Alicante,La Rioja,1729,2B,7538,Camino Evelia Cerdán,53,25042055724,2006-08-10,Soltero,F,Este,1898787
92746954,Otro,1996-11-10,Marisol,Alcalde,Baleares,La Rioja,Córdoba,9444,1A,7325,Avenida de Victor Arjona,52,28749132024,2012-09-27,Divorciado,M,Barrio 1,5428008
50828066,Laboral,2001-12-19,Amalia,Bustos,Cáceres,Guipúzcoa,Ourense,1311,4D,9024,Cuesta Manuel Arévalo,44,26600722718,1997-03-17,Divorciado,F,Norte,8586966
77213281,Laboral,1959-12-31,Inocencio,Hurtado,Castellón,Huesca,Almería,9364,4D,5452,Acceso de Duilio Francisco,65,20695130316,2013-10-21,Viudo,M,Oeste,9151461
45883102,Otro,1969-12-15,Rubén,Quevedo,Burgos,Ceuta,Las Palmas,8643,2B,7325,Camino Carina Olivera,52,27752069717,2004-06-07,Soltero,M,Barrio 1,4042821
84762636,Laboral,1995-04-10,Fernando,Perez,Lleida,Guadalajara,Tarragona,5800,2B,1997,Alameda Lupe Godoy,25,25131567367,2014-06-17,Viudo,F,Barrio 3,2881490
67728581,Personal,1961-07-01,Lucila,Ruiz,Córdoba,Albacete,Granada,349,2B,6100,Cuesta Alfonso Barral,55,28488100296,2016-08-28,Viudo,F,Barrio 3,3403935
88822216,Otro,1978-07-14,Adela,Larrea,Málaga,Granada,Soria,5137,1A,8593,Plaza Ezequiel Mulet,28,28901365004,2022-03-18,Casado,M,Barrio 1,2163424
27948602,Laboral,1998-05-01,Ovidio,Cardona,Girona,Lleida,Toledo,3119,,3309,Camino de María Teresa Ojeda,34,21126642161,2002-06-08,Soltero,F,Este,6350420
52535616,Otro,1995-11-07,Manuela,Figueroa,León,Salamanca,Santa Cruz de Tenerife,331,,2625,Ronda de Pascuala Carnero,62,22971130659,2006-12-08,Soltero,M,Barrio 1,8662885
40556615,Laboral,1996-10-09,Nicodemo,Chacón,Tarragona,Baleares,Teruel,8436,3C,2902,Pasaje de Felipe Asensio,26,29343080986,2020-12-13,Soltero,M,Norte,8721409
35156670,Personal,1961-10-08,Estela,Rodrigo,Álava,Burgos,Zamora,2047,4D,8307,Urbanización Jerónimo Bonet,43,27700911513,1995-05-21,Soltero,M,Este,7903272
75911847,Personal,1998-10-10,Gema,Gonzalez,Palencia,Toledo,Las Palmas,7675,4D,3209,Callejón Gilberto Sola,55,22932284135,2018-06-08,Casado,M,Centro,1297601
14087782,Otro,1971-12-17,Chema,Amorós,Lugo,La Coruña,Valladolid,5950,2B,6465,Ronda de Amaro Benitez,32,29480730797,1998-07-23,Casado,M,Oeste,3807407
76634206,Otro,1986-10-09,Julieta,Baños,Santa Cruz de Tenerife,Sevilla,Santa Cruz de Tenerife,934,2B,7074,Glorieta de Rodrigo Vendrell,32,23326161559,1996-12-05,Soltero,M,Oeste,593189
85972248,Otro,1993-09-04,Cornelio,Avilés,Asturias,Málaga,La Coruña,7992,3C,7522,Alameda Francisco Jose Gallart,38,28574623617,2023-08-03,Casado,F,Barrio 2,8183065
